names,session,visit,lead,n_nmean,sdnn,rmssd,pnn50,ulf,vlf,lf,hf,lfhf,ttlpwr,ac,dc,samp_en,ap_en
rgo9,16,2,Vx,406.30915,3.5917203125,1.5965420590980886,0,3.3669841875,9.5970509375,0.11517807584007145,0.49250465572539,0.703125,15.7628855,-0.5301096625,0.53221829375,1.1607920624999999,1.1074979375
rgo9,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rmj8,4,1,LII,370.70597333333336,3.3821486,1.5629608974543818,0,0.34515076933333333,8.171888466666667,0.9434488800431721,0.12247345509629869,2.57,12.7291384,-0.6451955066666667,0.5099233133333333,1.041685,1.0755434666666666
rmj8,5,2,aVF,420.8799230769231,15.409940769230769,2.740981226064255,0.01484709,13.359440697692307,262.4713692307692,3.8661631633881535,4.228329278413183,0.7069230769230769,393.56080000000003,-2.3558677692307692,2.731798615384615,2.3119853846153844,0.6492407615384616
rmj8,5,2,aVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rmj8,5,2,aVR,413.3651,22.9538225,3.383414858889024,0.10475136,33.35547,396.29275,4.202209546697366,4.482958712872751,0.7625,585.8714749999999,-2.39328025,3.05710025,1.2074665,0.912392475
rmj8,5,2,LI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rmj8,5,2,LII,412.6923,15.26686,2.624690331057302,0.007017544,18.36335,332.9789,3.6564593046200065,3.8368262869590364,0.83,436.4443,-1.893204,2.102804,2.149957,0.6642311
rmj8,5,2,LIII,417.52895,15.139185833333334,2.695072350257627,0.012298007916666666,16.493407316666666,283.1799833333333,3.734581266418057,3.9561560344170457,0.8204166666666667,396.315175,-2.310267958333333,2.3503153333333335,2.2423371666666667,0.6739164708333333
rmj8,5,2,Vx,414.8968935483871,12.069627193548387,1.7645196885408378,0,12.976170563129033,259.01420322580645,3.612332643247286,3.2546993411880876,1.5061290322580645,340.43349032258067,-1.5409868741935484,1.6315933548387096,1.5752244516129033,0.9387457967741936
rms8,1,1,LII,468.96877575757577,5.172065121212121,1.7447615964447607,1.295001212121212e-4,2.4689400754545456,19.902738181818183,1.7699987403594872,1.500007716759682,1.4175757575757575,37.13304121212121,-0.7355968575757575,0.7064386484848485,1.2139935454545454,1.0691534363636364
rms8,6,2,aVF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rms8,6,2,aVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rms8,6,2,aVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rms8,6,2,LI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rms8,6,2,LII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rms8,6,2,LIII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rms8,6,2,Vx,399.400475,11.3508375,2.451186725279176,0.009003075625,6.63920491,110.91534125000001,3.6966172310677488,4.116115099106438,0.66,219.78565,-1.1266783,0.509488775,1.3133641249999999,1.0181442
rni17,23,1,aVF,372.069,8.050989,2.135500698780641,0.006289308,0.2390264,14.64253,3.2980181888924673,3.748049606938271,0.64,84.37874,-1.075,1.047401,1.455383,1.201825
rni17,23,1,aVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rni17,23,1,aVR,372.1421,7.395345,2.076243056976859,0.006289308,0.3174377,14.38201,3.237215028941595,3.602440458737238,0.69,76.84982,-0.9416667,0.8189655,1.456254,1.177612
rni17,23,1,LI,372.369,8.163643,2.435664758605282,0.003154574,0.8299715,15.34617,3.0856972842697936,3.244954013689695,0.85,63.71939,-2.028302,1.841398,1.901799,1.149409
rni17,23,1,LII,372.0794,7.799145,2.0849577991173662,0.003144654,0.2515615,14.65292,3.2843200607223406,3.7119380494982077,0.65,82.52837,-0.976431,0.933642,1.399788,1.195179
rni17,23,1,LIII,372.0715,9.514542,2.50402685474453,0.009493671,0.2749487,14.84539,3.311533398712948,3.8642328311021674,0.58,90.21418,-1.197917,1.490385,1.660056,1.167148
rni17,23,1,Vx,372.3585,5.931617,1.8678908452996321,0.003154574,0.8889968,15.52415,3.028438544499524,3.0839775556361944,0.95,58.9232,-0.9006734,0.8261494,1.392578,1.19043
